timestamp,open,close,high,low,volume
2012-01-03,0.051989999999999995,0.052815,0.05304,0.051989999999999995,33572
2012-01-04,0.052815,0.052864999999999995,0.05304,0.05239,23141
2012-01-05,0.052864999999999995,0.052315,0.05294,0.052239999999999995,27548
2012-01-06,0.052265,0.05259,0.05294,0.052239999999999995,19770
2012-01-08,0.05259,0.052414999999999996,0.052614999999999995,0.05239,298
2012-01-09,0.05239,0.05294,0.05294,0.052364999999999995,13616
2012-01-10,0.052965,0.053015,0.053564999999999995,0.052864999999999995,23672
2012-01-11,0.053065,0.05319,0.053314999999999994,0.052765,20543
2012-01-12,0.053165,0.053715,0.053715,0.05314,23242
2012-01-13,0.053715,0.05329,0.053814999999999995,0.052739999999999995,30292
2012-01-15,0.053114999999999996,0.05319,0.053364999999999996,0.053065,847
2012-01-16,0.053165,0.053739999999999996,0.05379,0.053165,5096
2012-01-17,0.053765,0.054314999999999995,0.054415,0.053765,25082
2012-01-18,0.05434,0.054814999999999996,0.05504,0.05404,28418
2012-01-19,0.054814999999999996,0.055264999999999995,0.05549,0.05474,23523
2012-01-20,0.05529,0.05559,0.05574,0.055014999999999994,22213
2012-01-22,0.055639999999999995,0.05574,0.05574,0.055564999999999996,845
2012-01-23,0.055764999999999995,0.055639999999999995,0.056215,0.055514999999999995,24102
2012-01-24,0.055665,0.056065,0.05619,0.05524,27258
2012-01-25,0.056014999999999995,0.056714999999999995,0.05674,0.055564999999999996,32344
2012-01-26,0.05674,0.056764999999999996,0.057714999999999995,0.056565,36985
2012-01-27,0.056764999999999996,0.05724,0.05729,0.056464999999999994,30916
2012-01-29,0.057165,0.057089999999999995,0.057315,0.05704,494
2012-01-30,0.057089999999999995,0.057065,0.057115,0.056415,31213
2012-01-31,0.057089999999999995,0.05654,0.057339999999999995,0.056389999999999996,35019
2012-02-01,0.056464999999999994,0.057515,0.05764,0.056315,29350
2012-02-02,0.05754,0.057914999999999994,0.058065,0.057214999999999995,34086
2012-02-03,0.05794,0.058839999999999996,0.058865,0.05764,47163
2012-02-05,0.058839999999999996,0.05864,0.058839999999999996,0.058515,207
2012-02-06,0.05864,0.058839999999999996,0.059164999999999995,0.05814,33256
2012-02-07,0.058865,0.058765,0.059164999999999995,0.058414999999999995,25082
2012-02-08,0.058765,0.05869,0.059115,0.05839,27320
2012-02-09,0.058714999999999996,0.05849,0.058865,0.05819,27835
2012-02-10,0.058464999999999996,0.058115,0.058565,0.05774,28756
2012-02-12,0.058414999999999995,0.058515,0.058515,0.058289999999999995,210
2012-02-13,0.058515,0.05839,0.058865,0.058315,26774
2012-02-14,0.05839,0.058589999999999996,0.05864,0.057914999999999994,32463
2012-02-15,0.058589999999999996,0.05749,0.05869,0.057464999999999995,40675
2012-02-16,0.057464999999999995,0.058039999999999994,0.058164999999999994,0.056889999999999996,37909
2012-02-17,0.058039999999999994,0.058289999999999995,0.05849,0.05794,30104
2012-02-19,0.058565,0.058789999999999995,0.058865,0.058565,1542
2012-02-20,0.058789999999999995,0.058589999999999996,0.058914999999999995,0.058289999999999995,9053
2012-02-21,0.058589999999999996,0.058115,0.058839999999999996,0.057839999999999996,23779
2012-02-22,0.058115,0.057914999999999994,0.058289999999999995,0.05774,24797
2012-02-23,0.05794,0.05814,0.058539999999999995,0.057515,35203
2012-02-24,0.058115,0.05749,0.058265,0.057415,23542
2012-02-26,0.05749,0.05749,0.05764,0.057339999999999995,777
2012-02-27,0.057464999999999995,0.057765,0.05789,0.05704,33888
2012-02-28,0.05779,0.058065,0.058089999999999996,0.05749,32682
2012-02-29,0.058039999999999994,0.05799,0.058589999999999996,0.057264999999999996,49590
2012-03-01,0.05799,0.058539999999999995,0.05864,0.057665,38537
2012-03-02,0.058565,0.058414999999999995,0.058615,0.058115,34283
2012-03-04,0.058315,0.05839,0.058464999999999996,0.058315,528
2012-03-05,0.05839,0.057714999999999995,0.058414999999999995,0.05769,30873
2012-03-06,0.057815,0.057089999999999995,0.057839999999999996,0.056665,62186
2012-03-07,0.057065,0.057914999999999994,0.058015,0.056964999999999995,34831
2012-03-08,0.05794,0.05894,0.059065,0.057839999999999996,53663
2012-03-09,0.058965,0.059164999999999995,0.05944,0.05869,51460
2012-03-11,0.05919,0.058965,0.05919,0.05889,2694
2012-03-12,0.058914999999999995,0.059315,0.059315,0.058539999999999995,25340
2012-03-13,0.059315,0.05964,0.059789999999999996,0.058914999999999995,39141
2012-03-14,0.05964,0.058839999999999996,0.059715,0.058589999999999996,37434
