,timestamp,co,co_d,lag_oi_1,lag_ol_1,lag_ho_1,lag_hl_1,ma_oi_2,ma_ol_2,ma_ho_2,ma_hl_2,lag_oi_1ma_oi_2,lag_oi_1ma_ol_2,lag_oi_1ma_ho_2,lag_oi_1ma_hl_2,lag_oi_2,lag_ol_2,lag_ho_2,lag_hl_2,ma_oi_3,ma_ol_3,ma_ho_3,ma_hl_3,lag_oi_2ma_oi_3,lag_oi_2ma_ol_3,lag_oi_2ma_ho_3,lag_oi_2ma_hl_3,lag_oi_3,lag_ol_3,lag_ho_3,lag_hl_3,ma_oi_4,ma_ol_4,ma_ho_4,ma_hl_4,lag_oi_3ma_oi_4,lag_oi_3ma_ol_4,lag_oi_3ma_ho_4,lag_oi_3ma_hl_4,lag_oi_4,lag_ol_4,lag_ho_4,lag_hl_4,ma_oi_5,ma_ol_5,ma_ho_5,ma_hl_5,lag_oi_4ma_oi_5,lag_oi_4ma_ol_5,lag_oi_4ma_ho_5,lag_oi_4ma_hl_5,lag_oi_5,lag_ol_5,lag_ho_5,lag_hl_5,ma_oi_6,ma_ol_6,ma_ho_6,ma_hl_6,lag_oi_5ma_oi_6,lag_oi_5ma_ol_6,lag_oi_5ma_ho_6,lag_oi_5ma_hl_6,lag_oi_6,lag_ol_6,lag_ho_6,lag_hl_6,ma_oi_7,ma_ol_7,ma_ho_7,ma_hl_7,lag_oi_6ma_oi_7,lag_oi_6ma_ol_7,lag_oi_6ma_ho_7,lag_oi_6ma_hl_7,lag_oi_7,lag_ol_7,lag_ho_7,lag_hl_7,ma_oi_8,ma_ol_8,ma_ho_8,ma_hl_8,lag_oi_7ma_oi_8,lag_oi_7ma_ol_8,lag_oi_7ma_ho_8,lag_oi_7ma_hl_8,lag_oi_8,lag_ol_8,lag_ho_8,lag_hl_8,ma_oi_9,ma_ol_9,ma_ho_9,ma_hl_9,lag_oi_8ma_oi_9,lag_oi_8ma_ol_9,lag_oi_8ma_ho_9,lag_oi_8ma_hl_9,gp1,gp2,gp3,gp4,gp5
0,2020-01-27,-15.000000000000568,0,-1.6858763418487357,-0.23640950408047598,-1.2167640264900312,-1.2267270807260495,-1.7014625330774973,-0.4315017841518364,-1.5150645956454856,-1.5064429481627692,-1.449970081289053,-0.5104610104967635,-0.9472606929735824,-0.8181985545653405,-1.664530526134334,0.3572636447041058,-1.1761116418328632,-0.6452661683230619,-1.694110949961558,-0.15891368578413725,-1.6565982497941794,-1.2961566733343497,-1.4324446227592529,-0.35780865983211424,-0.9368013512717651,-0.7003796493702553,-1.6426934269908002,-0.7462360503567121,-0.907762242449052,-1.4317221464308594,-1.6858498597484524,-0.3864098835730182,-1.6786902257909921,-1.4200205540967017,-1.441806759666129,-0.6178135612329954,-0.938014775207707,-0.8678168271773407,-1.6241041950829742,-0.5774156393649,-0.7578628382101105,-1.1487001546774813,-1.6780048305142512,-0.4990624616844216,-1.6498838693902753,-1.4322253289414706,-1.4283000770960441,-0.5991783315822641,-0.911506777945217,-0.8371437147062857,-1.6028059929832952,-0.14316952368429983,-0.852268395628902,-0.8309802373433144,-1.6699795915521811,-0.4743801858611912,-1.6635317446575513,-1.3730542739823053,-1.4144148062800905,-0.533293019367116,-0.8748717492516782,-0.7725889745886471,-1.5831872812478696,-0.3558582280885322,-0.8940586000578395,-1.0572837266367938,-1.66207775881311,-0.5092704873066787,-1.707240984743538,-1.3739446294748026,-1.4056231878999994,-0.6191866669960386,-0.9047534789018749,-0.8243102261178464,-1.565307365403572,-0.7866460663067565,-0.4360161742611249,-1.064297957868389,-1.6545150723006956,-0.6287289213340587,-1.6523765179218608,-1.377434062725893,-1.4058737583849261,-0.6574727668646557,-0.9131158197029638,-0.8307029088640211,-1.5470883215550315,-0.3178236916251391,-1.0197517784866152,-1.1200517790095679,-1.6470935170825898,-0.640599578093902,-1.729868726306431,-1.3905696952465973,-1.3949598118402693,-0.6894965918446613,-0.9601598320226408,-0.854018324602628,0.7543324836816125,-0.9122321988188087,-0.1207783605679144,-0.4532104812415462,0.7223036311629334
1,2020-01-28,1.9999999999997797,1,-1.6837011449463386,-0.49077030898563156,-1.2424227573483086,-1.4820968815985087,-1.70004421158554,-0.6241251944046485,-1.4835719708881054,-1.6481380769503404,-1.4531677470486297,-0.5740031208378635,-0.9479574550825004,-0.86354211644287,-1.6623583455801598,-0.2453423834096818,-1.2018079145881562,-1.219209028053821,-1.6924356426114564,-0.5575090692690984,-1.6449309838332284,-1.6162273539777532,-1.4395448855697697,-0.5664503072598329,-0.9489896442501278,-0.8457577937907519,-1.6418253467189874,0.36512100687998805,-1.1643257620701655,-0.6270488840211486,-1.6843733211130276,-0.3222456860549593,-1.7638700562391088,-1.4263164769804106,-1.430400340462346,-0.41903111053542064,-0.9250244880112806,-0.7345960253218063,-1.621282658436411,-0.7393903929331005,-0.9121420588457804,-1.4230663465840254,-1.6762528205524216,-0.49223828984418916,-1.7695319362544413,-1.5038433264033344,-1.4313946528783168,-0.6592312628936169,-0.9464527673732785,-0.8919172724080257,-1.602589014084839,-0.58397291856731,-0.7496586561155707,-1.1473855381353741,-1.668481272404311,-0.5820543345683626,-1.7397560547991546,-1.4977333947740359,-1.417826295200401,-0.6284467510839021,-0.9149461237972075,-0.8500796505306842,-1.5821020917231556,-0.14665579748039262,-0.842882961869634,-0.8258385327461333,-1.6606349785027839,-0.5577151035806135,-1.7631129894115813,-1.4408541824676226,-1.4021793055496639,-0.5725316021104813,-0.8965779362209938,-0.7932910547296201,-1.5644374560974603,-0.34266837635290825,-0.8971449924978928,-1.0432993481077482,-1.6531406483687976,-0.5797152809387429,-1.8051509891652402,-1.433147202037844,-1.405117949786305,-0.6428674674583875,-0.9393378017285111,-0.8357109254857967,-1.5459995692869595,-0.7850306657743646,-0.43194432298959706,-1.0572528596405397,-1.6457473379235945,-0.6857498775793344,-1.7507150622149716,-1.4316579124043531,-1.3937477150095887,-0.6822889753899716,-0.9563224556525054,-0.8481305169913013,1.3359305410777564,-0.9891077576001017,-0.20742714085544944,-0.9353932232385066,1.4757415951506132
2,2020-01-29,-6.999999999999229,0,-1.6830485858756195,-0.5601414375961146,-1.1654465647734196,-1.4820968815984616,-1.6985167884403556,-0.6103663793865926,-1.3576014718586897,-1.5418667303596358,-1.452833086227328,-0.5724619875646594,-0.9298416402505093,-0.8537176780360654,-1.660186165025986,-0.5002910876116985,-1.2275041873434493,-1.47429474348974,-1.6906874958113505,-0.6571579151403498,-1.5632601221067268,-1.640848175565706,-1.4427253136355842,-0.6199256874829089,-0.9453034288127666,-0.8796647205256871,-1.6396551460394555,-0.236864065789887,-1.1899821140322766,-1.198790412575397,-1.682513976164715,-0.6109845748862601,-1.707083502606996,-1.615194163492112,-1.437666717131038,-0.603584246947321,-0.9317668516080364,-0.855592233727177,-1.6204144933143918,0.37129363153466244,-1.1692740932384684,-0.6210728625495552,-1.6745884110886837,-0.4103482277613997,-1.801438087418201,-1.4629187564251152,-1.4197150892613368,-0.45623888753334,-0.917306942165635,-0.7527183062186426,-1.5997682884049076,-0.7463741693136633,-0.9035732653856244,-1.4216034654884988,-1.6666175095618383,-0.5521448488163743,-1.8090508822006117,-1.5192297949105393,-1.4209590088973623,-0.6846667475732389,-0.9419849848113238,-0.8976125098242684,-1.581885053818213,-0.58830537320863,-0.7405316854932233,-1.1414456153242896,-1.6590040094563283,-0.6330733955623017,-1.8003609925236104,-1.5151981302374316,-1.4056190342653236,-0.6625109388568866,-0.9284306999127271,-0.861450697403075,-1.5633500694648208,-0.13236315479579502,-0.845908457138258,-0.8123146407406536,-1.651573805086434,-0.6042221011363952,-1.8277842441642573,-1.4626423934382886,-1.4015126532581725,-0.5908265937938494,-0.9238903183191829,-0.7986271731352724,-1.5451285674725017,-0.34118404033264704,-0.8919675490307095,-1.0363198865175303,-1.6442543028563452,-0.6225394582997332,-1.865369909712021,-1.4551368936373565,-1.3929482986383173,-0.6649668032474789,-0.9756899199205918,-0.8479977093008201,1.6916826971776144,-0.5819080056902431,-0.371038192575092,-0.8822752399721883,1.322374957997066
3,2020-01-30,15.000000000000568,1,-1.6806558692829827,-0.4676465994488039,-1.0371529104820327,-1.2905695309441525,-1.6964438570290334,-0.789230974621349,-1.1056604737999278,-1.5064429481627692,-1.4493669562924218,-0.5748922361877848,-0.8693104320378693,-0.8262596322324558,-1.6595345108597337,-0.5698225523940527,-1.1504153690775132,-1.474294743489693,-1.6890850279112535,-0.8165960685343386,-1.341582068849124,-1.6162273539777532,-1.4423751972280308,-0.6381599154933936,-0.9159326154892771,-0.8773808342689244,-1.6374849453599234,-0.49155005807332525,-1.2156384659943882,-1.4528977585995333,-1.6807640044486558,-0.8275387415097447,-1.5367238417106999,-1.6718574694456323,-1.4409657845829382,-0.6735539577956638,-0.9215184589409661,-0.8949926891966485,-1.6182440805093434,-0.23032688171870497,-1.194987296677737,-1.1909103380477117,-1.6727488006287625,-0.7720293352937662,-1.6658369449721286,-1.6470793213270738,-1.4271568861854083,-0.6550685724459371,-0.9173794442183908,-0.8743582850108137,-1.5989003728110827,0.367234407232862,-1.1600976141689525,-0.6200433701486391,-1.6649364685666668,-0.5820543345683761,-1.7605445030195763,-1.5106312348559379,-1.4090711061563683,-0.5134693252594623,-0.8845500887645561,-0.7658232912069087,-1.579063561053957,-0.7510183747926985,-0.8940586000578963,-1.414971753558698,-1.6571534868843885,-0.6976662172608933,-1.7941529920049386,-1.5560873015108296,-1.4088300534716631,-0.7322658920576296,-0.9477281659159701,-0.9114940435274013,-1.5631325921382928,-0.5763408447496432,-0.7434353864189891,-1.127293787150311,-1.6499244963681563,-0.7561643863618617,-1.7994926754154859,-1.5478507241506987,-1.4050931616512758,-0.6952121660734197,-0.9459235626804486,-0.8684951123463999,-1.5440398152044297,-0.13094090196549052,-0.8408538572483701,-0.8060571821643804,-1.64266336385026,-0.7218701171676719,-1.8288888218720545,-1.4991599834492442,-1.389278361311176,-0.6303622800478732,-0.9451489185747615,-0.8137886616944003,0.7537485713374822,-0.928706918648177,-0.44283536057550477,-0.7755902007983738,0.9973795837676354
4,2020-01-31,63.999999999999616,1,-1.678915711761065,-0.8607496615749255,-0.7549068710409821,-1.418254431380406,-1.6956801454564412,-0.9680955698560749,-0.25535960535153635,-1.0223179248051817,-1.4511882834545045,-0.6089749912681296,-0.7491189682487481,-0.7924618847218959,-1.6571451122501422,-0.47711393268424707,-1.0219340053010477,-1.2829804569127892,-1.687773917811174,-0.9062800298184449,-0.6532133771544913,-1.2058803275118377,-1.4390643936468166,-0.630664595806391,-0.7738944109755024,-0.8024225160984365,-1.6368338851560638,-0.5610098741506125,-1.138669410107997,-1.4528977585994864,-1.6796155855099921,-0.9237850377868331,-0.9499294541790219,-1.3570613252594446,-1.440712936347573,-0.6846806396430993,-0.8490605248211293,-0.8654537087408684,-1.6160736677042948,-0.4848586373259284,-1.2207005001170061,-1.4441714382691404,-1.6713909929083448,-0.9289852876191282,-1.1792681397244684,-1.452687613930563,-1.43061446746316,-0.7148766396133067,-0.8777208213612354,-0.8904571433920523,-1.5967305838265202,-0.2359702383965017,-1.1857500490472852,-1.1895729115743092,-1.6634381494187966,-0.8751672949378894,-1.344775538610786,-1.4633391545556202,-1.4167734154728273,-0.6868605697211498,-0.8523393650732425,-0.8522824311665983,-1.578195409434186,0.36472792178387425,-1.149936790998923,-0.6154338110273935,-1.6557420713634172,-0.7030489524024417,-1.483752966071322,-1.3739446294747946,-1.3968938054250732,-0.5635456497057215,-0.8019486840868031,-0.7390934781133975,-1.5603053868934298,-0.7399115726273576,-0.8971449924979495,-1.400275714038687,-1.6483301646071546,-0.7953752986781054,-1.5505268704262702,-1.4298699585489059,-1.4084932675061115,-0.7582992468669149,-0.9420253732934584,-0.9020366090376175,-1.5438220647508152,-0.574787527407208,-0.738626473683691,-1.1200517790095679,-1.6412192807524286,-0.843775925778322,-1.5787327909694033,-1.437527657712604,-1.393013970774294,-0.7253355686911976,-0.9339753814970211,-0.8611014014282846,1.3545302855027712,-0.9919937749437766,-0.5949467400777918,-0.9346110871732607,0.5860271103468264
5,2020-02-03,-28.999999999999027,0,-1.6791332314513046,-0.7682548234275636,0.3484185558650578,-0.4180560446299832,-1.6954619421499864,-0.30767244898933344,-0.5860321653036963,-0.7035038850331201,-1.4350169944823379,-0.3370242429053041,-0.5401774308355993,-0.49911423024198814,-1.655407367806803,-0.8711255664509722,-0.7392750049928242,-1.4105233146307723,-1.68704552331113,-0.5973686076176122,-0.7698860367637683,-1.033534576396169,-1.4409031168780924,-0.603094092396305,-0.8250257863969648,-0.8091863330896109,-1.6344466644085787,-0.4683967860475628,-1.0103876502974403,-1.2623172490814194,-1.6784671665713284,-0.6430666736453076,-0.9972515822057861,-1.1681836387477573,-1.4373883988353342,-0.619810657974842,-0.8164724341034706,-0.8076481962181941,-1.6154225438627803,-0.5542763888551572,-1.1435608897991425,-1.4441714382690938,-1.670339786931247,-0.7106117887316739,-1.195221215306357,-1.2992204765122717,-1.4303845025604396,-0.6894107686392725,-0.8796058747328653,-0.8758558532323187,-1.5945607948419576,-0.49117220385510824,-1.2114024839256181,-1.4426971522079663,-1.662195640857148,-0.7495474547795379,-1.365563986831223,-1.385952114064207,-1.4202883013304635,-0.712076308626102,-0.8928069221614873,-0.8883450970060233,-1.5760250303847583,-0.23963465552843174,-1.175524610093026,-1.1835265596680375,-1.6543620206318013,-0.7299626281101952,-1.508584968146008,-1.407399405971213,-1.4047166571320684,-0.6884384068621093,-0.8841022704417297,-0.8533623281009576,-1.559435477587318,0.3817162756770737,-1.1533276692961223,-0.6023285431342464,-1.6470107176325324,-0.5846166449782843,-1.6297432629228308,-1.3348298973696882,-1.3962818977274791,-0.5335338888420803,-0.8508900636497219,-0.7295531877788257,-1.5409913088538276,-0.7383099683594005,-0.8919675490307664,-1.3921804296087363,-1.6397262456851793,-0.6812348476307919,-1.6829644705121767,-1.3905696952465973,-1.3964877024606157,-0.7626678362396784,-0.9881275339202634,-0.9084030738546303,1.4576833857102156,-0.9919937749437707,-0.5310942492443964,-1.1851481418206884,0.8879308684043856
6,2020-02-04,-11.000000000001009,0,-1.6784806723805854,0.2491883961929051,-1.2937402190648633,-0.8436723794174312,-1.6943709256177115,-0.14256666877266339,-1.4678256585094676,-1.2230526905876267,-1.4413608397212918,-0.37780500028840935,-0.9247901149608349,-0.7134045448928422,-1.6556245858622205,-0.7784169467411151,0.3656647234848916,-0.4114375958401321,-1.68638996826109,-0.43793045422362337,-0.9215604942558203,-1.0089137548082163,-1.4244029630347204,-0.39322514116018115,-0.6462443376849785,-0.5809441103790709,-1.632710503864953,-0.8620024104855757,-0.7281677787142157,-1.3893709220935109,-1.6775374940971721,-0.6510871983350649,-1.0161804334165043,-1.18707140739894,-1.4392078873275465,-0.6424563085297375,-0.8447004630285746,-0.8363464518456174,-1.613035089777227,-0.46171938681618546,-1.0149948726027984,-1.2542256131030574,-1.6691133799579665,-0.6901392732109766,-1.1712916019335418,-1.268527049028627,-1.4270249511931425,-0.6525893229881291,-0.843173593223324,-0.834522970318641,-1.593909858146589,-0.5607727398892596,-1.1344451792905628,-1.4426971522079195,-1.6610627654038805,-0.7495474547795379,-1.3239870903903486,-1.3601564339004024,-1.4200424667243143,-0.7120763086260934,-0.8880887316489502,-0.8858905700117086,-1.5738546513353306,-0.4953265151605909,-1.2011124291871285,-1.4360122257305719,-1.6530760642682496,-0.7891727146672386,-1.4775449655526502,-1.4297025903021612,-1.4082467274019206,-0.747338329557893,-0.9140969562514486,-0.9027178877200025,-1.557260704322039,-0.225832142154489,-1.1789459369759396,-1.1692910066715925,-1.6456088052219966,-0.7659671144409335,-1.6071100079238136,-1.4429789325046662,-1.4043022365280302,-0.7058460393409852,-0.9184667504764108,-0.8606288618478046,-1.5401203070393699,0.3829867695985953,-1.1475360079424641,-0.5967274509342864,-1.638380066526184,-0.6315695181968275,-1.714233974375005,-1.3758953319759704,-1.3841634343007714,-0.5554986395240051,-0.8914256493928918,-0.7458353933982578,1.0505255806805656,-0.9503085732664756,-0.5545563392822425,-1.2276631961196567,1.0864700003804382
7,2020-02-05,-48.99999999999905,0,-1.6769580345489075,-0.49077030898563156,-1.0884703721986446,-1.3544119811623028,-1.6930617057789819,-0.19760192884488675,-1.4678256585094676,-1.2702844001834834,-1.4494588960784942,-0.4991988827310944,-0.9415124055749733,-0.8074504510091935,-1.6549729316959683,0.24137787006679742,-1.2788967328540355,-0.8365804549000131,-1.685297376511024,-0.03933507073868447,-1.6682655157551045,-1.2058803275118746,-1.4308421668939144,-0.3756922296116494,-0.9449466982865774,-0.7163375725745303,-1.6329275239329062,-0.7693893223824746,0.3750553556566861,-0.39411715016568616,-1.6767718814713963,-0.29818411198570505,-1.2149333711288464,-1.042265181073299,-1.4223041029186105,-0.35558762653991016,-0.7199667364885435,-0.5905139675756175,-1.6112987595331882,-0.8550866454818665,-0.7321496347708417,-1.3808561632137952,-1.66814977447896,-0.5058866335246845,-1.2510569798430033,-1.1815623378249347,-1.4288506661419793,-0.6515792583942143,-0.876089525174245,-0.8509026227414171,-1.5915230902635702,-0.46797202517705777,-1.0061830048988987,-1.2528539717327118,-1.6598568012116923,-0.5641086431171962,-1.3586345040910928,-1.2483751531905836,-1.4166733735983648,-0.6486669190737204,-0.863983617299681,-0.8356042349232378,-1.5732035376205022,-0.5650606586966203,-1.1243489719047635,-1.4360122257305252,-1.6519469318514728,-0.638456130703874,-1.4899609665899933,-1.333055458201413,-1.4080037397734024,-0.7298936006227624,-0.9154772426780837,-0.8934190141685802,-1.5550859310567597,-0.4828718573909492,-1.204564204655757,-1.4212743237993277,-1.6443443352046503,-0.6826439257689154,-1.6240849491730764,-1.3970975236595302,-1.4079304850330416,-0.7496402357776145,-0.9531872696127347,-0.9027939188682281,-1.5379428025032256,-0.22438229679531485,-1.1730928538336338,-1.1619177252555866,-1.6370094113824796,-0.6722047877337176,-1.7350803102835572,-1.4140486764796072,-1.3922749565527786,-0.7053055627425241,-0.9661641974017886,-0.8657496705951225,-0.46988959195410396,-0.9820155339992336,-0.25798202144234866,-1.2540384312154482,2.009532924140174
8,2020-02-06,-20.000000000000018,0,-1.675870436097709,0.1566935580455944,-1.2937402190648633,-0.928795646374902,-1.6920797908999345,-0.046254963646241966,-1.4048404089947772,-1.0931654891989933,-1.4417653747800074,-0.37519692859529813,-0.9094613485645414,-0.7041678933992677,-1.6534524053080464,-0.5002910876116985,-1.073326550811691,-1.3467518857718044,-1.6841319453109531,-0.24859764706826595,-1.5282583242240033,-1.2797427922757327,-1.4390931619530323,-0.5440081804777005,-0.9335313214483019,-0.8231531759674733,-1.6322764637290468,0.2493546467511244,-1.266951169918611,-0.8176293935392627,-1.675732835764986,-0.11371204412126802,-1.707083502607038,-1.2248469447012913,-1.4289244662387073,-0.4123622339153326,-0.9155851789758277,-0.7255752751364797,-1.6115158008136932,-0.7625296434428436,0.3735181131178311,-0.38891685401324144,-1.667361369996137,-0.32163399383837743,-1.3228458199615205,-1.0894820553739553,-1.411822207335776,-0.3701079248880093,-0.7424319909198164,-0.609737980269952,-1.5897872590759201,-0.8623750627039671,-0.7240062212372379,-1.3794160920495635,-1.658906647605726,-0.504289671613206,-1.3447755386108167,-1.196783792862975,-1.418514998104475,-0.6690721082085476,-0.880920711447233,-0.8565621192592433,-1.570816120666132,-0.47208180064858113,-0.9964098764342503,-1.2466479761836595,-1.650786434645341,-0.5630978387221859,-1.4465049629593065,-1.2549943130431227,-1.404632546029889,-0.6754507103197515,-0.883173231500723,-0.8454252718300032,-1.554433499077176,-0.5529735979099697,-1.127709401616248,-1.421274323799281,-1.6432447960591319,-0.6287289213340694,-1.567501811675533,-1.3282754103918188,-1.4076917844735006,-0.7434335260744936,-0.9468920569380823,-0.8961247064889752,-1.5357652979670813,-0.48134613257738357,-1.1986496997248035,-1.4131134027317458,-1.6357856121470293,-0.6722047877337176,-1.6881760544893147,-1.3876348225924786,-1.395944488496364,-0.7667096764062606,-0.9914908814446745,-0.9122987661087419,1.7476528316267528,-0.37918638076325234,-0.0918619202191073,-1.1647256617027166,1.7234312803257008
9,2020-02-07,-37.00000000000037,0,-1.67500035733675,-0.23640950408047598,-0.9858354487655352,-1.0351997300717404,-1.6908796727144324,-0.2388783738990236,-1.3576014718587592,-1.2230526905876005,-1.4431472297646661,-0.4399838004262773,-0.9024066322117013,-0.7466564902696877,-1.6523663150309593,0.14866925035699188,-1.2788967328540355,-0.9216090267119704,-1.6829665141108825,-0.10908926284852273,-1.5865946540286289,-1.205880327511856,-1.4312510440971404,-0.4147906223649012,-0.9252076091703915,-0.7327347046743196,-1.6307573232533743,-0.49155005807332525,-1.06170035422172,-1.3258440855874887,-1.6744750435940687,-0.25808148853690055,-1.6786902257909921,-1.319285787957135,-1.4373305123345645,-0.575838867212361,-0.9328456297835267,-0.838459625062839,-1.6108646769721786,0.25559737898589646,-1.2721269069955436,-0.8110186877156386,-1.6662225635209476,-0.14420552599231806,-1.809414625209181,-1.2685270490286382,-1.4184499137628805,-0.4351193551149875,-0.9271672213403689,-0.7448935122612638,-1.5900042379743764,-0.7695743479917139,0.3790484785311867,-0.3880128162344495,-1.6579930383692196,-0.3248327571012489,-1.4695062279334552,-1.1451924325353564,-1.401335246211278,-0.3765008147715784,-0.7730374706895664,-0.6262771379216483,-1.5690798174265896,-0.867241947352799,-0.7149438663991207,-1.3728908092149503,-1.6497513965966288,-0.4931222818820458,-1.4899609665900209,-1.2326911287121824,-1.4064650777282928,-0.6968971833924695,-0.9068769964813265,-0.8700205172588967,-1.5520412484853687,-0.45950461055127567,-0.9996180632171618,-1.2322868359535148,-1.6420353029990618,-0.5454057326620405,-1.5788184391750546,-1.2791167580577447,-1.4042336101171622,-0.6850123284494276,-0.9224375769327281,-0.8509059807967456,-1.535112046606238,-0.5514271786997518,-1.1219791620512376,-1.4131134027316994,-1.6346352408657063,-0.6089943684541168,-1.6829644705121767,-1.3436117327805908,-1.395696799144007,-0.7594622388661711,-0.9909039885880596,-0.9079825161680974,0.4119533444386822,-0.7249891820269633,-0.1848416632335059,-1.033602742113706,1.585988675170801
